datetime,low,high
2021-02-17 01:00:00,2.147,2.185
2021-02-17 02:00:00,2.123,2.182
2021-02-17 03:00:00,2.062,2.179
2021-02-17 04:00:00,1.98,2.099
2021-02-17 05:00:00,2.023,2.077
2021-02-17 06:00:00,2.077,2.145
2021-02-17 07:00:00,2.104,2.198
2021-02-17 08:00:00,2.119,2.176
2021-02-17 09:00:00,2.143,2.185
2021-02-17 10:00:00,2.164,2.259
2021-02-17 11:00:00,2.225,2.274
2021-02-17 12:00:00,2.204,2.26
2021-02-17 13:00:00,2.185,2.236
2021-02-17 14:00:00,2.212,2.277
2021-02-17 15:00:00,2.221,2.261
2021-02-17 16:00:00,2.214,2.247
2021-02-17 17:00:00,2.245,2.352
2021-02-17 18:00:00,2.286,2.338
2021-02-17 19:00:00,2.275,2.33
2021-02-17 20:00:00,2.28,2.335
2021-02-17 21:00:00,2.284,2.359
2021-02-17 22:00:00,2.337,2.563
2021-02-17 23:00:00,2.43,2.5
2021-02-18 00:00:00,2.454,2.535
2021-02-18 01:00:00,2.456,2.546
2021-02-18 02:00:00,2.481,2.578
2021-02-18 03:00:00,2.512,2.619
2021-02-18 04:00:00,2.456,2.522
2021-02-18 05:00:00,2.483,2.535
2021-02-18 06:00:00,2.458,2.522
2021-02-18 07:00:00,2.383,2.471
2021-02-18 08:00:00,2.398,2.463
2021-02-18 09:00:00,2.386,2.548
2021-02-18 10:00:00,2.495,2.571
2021-02-18 11:00:00,2.455,2.535
2021-02-18 12:00:00,2.445,2.579
2021-02-18 13:00:00,2.56,2.7
2021-02-18 14:00:00,2.675,2.75
2021-02-18 15:00:00,2.689,2.799
2021-02-18 16:00:00,2.76,2.888
2021-02-18 17:00:00,2.744,2.859
2021-02-18 18:00:00,2.789,2.964
2021-02-18 19:00:00,2.958,3.107
2021-02-18 20:00:00,3.007,3.165
2021-02-18 21:00:00,3.003,3.139
2021-02-18 22:00:00,2.892,3.041
2021-02-18 23:00:00,2.96,3.139
2021-02-19 00:00:00,3.063,3.207
2021-02-19 01:00:00,3.107,3.357
2021-02-19 02:00:00,2.918,3.226
2021-02-19 03:00:00,3.167,3.299
2021-02-19 04:00:00,3.055,3.25
2021-02-19 05:00:00,3.103,3.213
2021-02-19 06:00:00,3.119,3.516
2021-02-19 07:00:00,3.37,3.555
2021-02-19 08:00:00,3.373,3.535
2021-02-19 09:00:00,3.303,3.475
2021-02-19 10:00:00,3.285,3.393
2021-02-19 11:00:00,3.374,3.541
2021-02-19 12:00:00,3.387,3.545
2021-02-19 13:00:00,3.393,3.5
2021-02-19 14:00:00,3.466,3.682
2021-02-19 15:00:00,3.5,3.664
2021-02-19 16:00:00,3.263,3.664
2021-02-19 17:00:00,3.436,3.517
2021-02-19 18:00:00,3.445,3.579
2021-02-19 19:00:00,3.382,3.511
2021-02-19 20:00:00,3.358,3.475
2021-02-19 21:00:00,3.266,3.403
2021-02-19 22:00:00,3.195,3.307
2021-02-19 23:00:00,3.241,3.525
2021-02-20 00:00:00,3.388,3.873
2021-02-20 01:00:00,3.27,3.522
2021-02-20 02:00:00,3.332,3.425
2021-02-20 03:00:00,3.317,3.449
2021-02-20 04:00:00,3.293,3.415
2021-02-20 05:00:00,3.341,3.406
2021-02-20 06:00:00,3.345,3.54
2021-02-20 07:00:00,3.356,3.481
2021-02-20 08:00:00,3.356,3.418
2021-02-20 09:00:00,3.293,3.358
2021-02-20 10:00:00,3.349,3.429
2021-02-20 11:00:00,3.372,3.462
2021-02-20 12:00:00,3.349,3.45
2021-02-20 13:00:00,3.329,3.449
2021-02-20 14:00:00,3.135,3.406
2021-02-20 15:00:00,3.065,3.28
2021-02-20 16:00:00,3.137,3.245
2021-02-20 17:00:00,3.183,3.275
2021-02-20 18:00:00,3.176,3.256
2021-02-20 19:00:00,3.132,3.228
2021-02-20 20:00:00,3.104,3.195
2021-02-20 21:00:00,3.072,3.159
2021-02-20 22:00:00,2.6,3.098
2021-02-20 23:00:00,2.854,3.036
2021-02-21 00:00:00,2.916,3.095
2021-02-21 01:00:00,2.981,3.101
2021-02-21 02:00:00,3.058,3.127
2021-02-21 03:00:00,2.981,3.127
2021-02-21 04:00:00,2.958,3.046
2021-02-21 05:00:00,3.036,3.079
2021-02-21 06:00:00,2.981,3.085
2021-02-21 07:00:00,3.004,3.101
2021-02-21 08:00:00,3.007,3.191
2021-02-21 09:00:00,3.189,3.372
2021-02-21 10:00:00,3.188,3.319
2021-02-21 11:00:00,3.202,3.363
2021-02-21 12:00:00,3.199,3.299
2021-02-21 13:00:00,3.199,3.377
2021-02-21 14:00:00,3.258,3.354
2021-02-21 15:00:00,3.25,3.357
2021-02-21 16:00:00,3.215,3.381
2021-02-21 17:00:00,3.026,3.241
2021-02-21 18:00:00,3.071,3.124
2021-02-21 19:00:00,3.07,3.15
2021-02-21 20:00:00,2.924,3.113
2021-02-21 21:00:00,2.936,3.028
2021-02-21 22:00:00,2.955,3.068
2021-02-21 23:00:00,3.027,3.106
2021-02-22 00:00:00,2.964,3.111
2021-02-22 01:00:00,2.92,3.033
2021-02-22 02:00:00,2.966,3.046
2021-02-22 03:00:00,2.848,2.984
2021-02-22 04:00:00,2.833,3.014
2021-02-22 05:00:00,2.9,3.02
2021-02-22 06:00:00,2.891,3.008
2021-02-22 07:00:00,2.924,3.017
2021-02-22 08:00:00,2.884,3.025
2021-02-22 09:00:00,2.714,2.922
2021-02-22 10:00:00,2.643,2.849
2021-02-22 11:00:00,2.756,2.87
2021-02-22 12:00:00,2.562,2.808
2021-02-22 13:00:00,2.619,2.776
2021-02-22 14:00:00,2.271,2.744
2021-02-22 15:00:00,2.568,2.743
2021-02-22 16:00:00,2.676,2.781
2021-02-22 17:00:00,2.571,2.74
2021-02-22 18:00:00,2.52,2.686
2021-02-22 19:00:00,2.639,2.872
2021-02-22 20:00:00,2.822,2.942
2021-02-22 21:00:00,2.868,2.936
2021-02-22 22:00:00,2.797,2.878
2021-02-22 23:00:00,2.726,2.847
2021-02-23 00:00:00,2.691,2.837
2021-02-23 01:00:00,2.597,2.79
2021-02-23 02:00:00,2.438,2.666
2021-02-23 03:00:00,2.472,2.623
2021-02-23 04:00:00,2.34,2.585
2021-02-23 05:00:00,2.25,2.459
2021-02-23 06:00:00,2.309,2.471
2021-02-23 07:00:00,2.311,2.424
2021-02-23 08:00:00,1.864,2.379
2021-02-23 09:00:00,1.66,2.053
2021-02-23 10:00:00,1.941,2.184
2021-02-23 11:00:00,1.799,2.099
2021-02-23 12:00:00,1.895,2.177
2021-02-23 13:00:00,2.101,2.269
2021-02-23 14:00:00,2.002,2.295
2021-02-23 15:00:00,2.051,2.29
2021-02-23 16:00:00,2.241,2.388
2021-02-23 17:00:00,2.159,2.333
2021-02-23 18:00:00,2.095,2.189
2021-02-23 19:00:00,1.925,2.145
2021-02-23 20:00:00,1.925,2.089
2021-02-23 21:00:00,2.069,2.136
2021-02-23 22:00:00,2.092,2.261
2021-02-23 23:00:00,2.229,2.292
2021-02-24 00:00:00,2.115,2.304
2021-02-24 01:00:00,2.207,2.368
2021-02-24 02:00:00,2.333,2.415
2021-02-24 03:00:00,2.348,2.408
2021-02-24 04:00:00,2.378,2.506
2021-02-24 05:00:00,2.353,2.45
2021-02-24 06:00:00,2.244,2.4
2021-02-24 07:00:00,2.23,2.367
2021-02-24 08:00:00,2.337,2.481
2021-02-24 09:00:00,2.462,2.567
2021-02-24 10:00:00,2.411,2.537
2021-02-24 11:00:00,2.399,2.459
2021-02-24 12:00:00,2.405,2.495
2021-02-24 13:00:00,2.272,2.438
2021-02-24 14:00:00,2.207,2.348
2021-02-24 15:00:00,2.151,2.338
2021-02-24 16:00:00,2.25,2.369
2021-02-24 17:00:00,2.25,2.417
2021-02-24 18:00:00,2.337,2.42
2021-02-24 19:00:00,2.256,2.365
2021-02-24 20:00:00,2.216,2.304
2021-02-24 21:00:00,2.163,2.279
2021-02-24 22:00:00,2.167,2.271
2021-02-24 23:00:00,2.26,2.324
2021-02-25 00:00:00,2.296,2.432
2021-02-25 01:00:00,2.39,2.63
2021-02-25 02:00:00,2.461,2.578
2021-02-25 03:00:00,2.412,2.499
2021-02-25 04:00:00,2.356,2.469
2021-02-25 05:00:00,2.377,2.465
2021-02-25 06:00:00,2.443,2.501
2021-02-25 07:00:00,2.451,2.497
2021-02-25 08:00:00,2.346,2.486
2021-02-25 09:00:00,2.284,2.377
2021-02-25 10:00:00,2.346,2.438
2021-02-25 11:00:00,2.403,2.469
2021-02-25 12:00:00,2.424,2.531
2021-02-25 13:00:00,2.461,2.579
2021-02-25 14:00:00,2.49,2.608
2021-02-25 15:00:00,2.547,2.654
2021-02-25 16:00:00,2.537,2.743
2021-02-25 17:00:00,2.491,2.632
2021-02-25 18:00:00,2.507,2.608
2021-02-25 19:00:00,2.499,2.611
2021-02-25 20:00:00,2.441,2.573
2021-02-25 21:00:00,2.441,2.531
2021-02-25 22:00:00,2.337,2.47
2021-02-25 23:00:00,2.231,2.42
2021-02-26 00:00:00,2.132,2.303
2021-02-26 01:00:00,2.192,2.327
2021-02-26 02:00:00,2.187,2.303
2021-02-26 03:00:00,2.265,2.329
2021-02-26 04:00:00,2.276,2.385
2021-02-26 05:00:00,2.091,2.293
2021-02-26 06:00:00,2.1,2.208
2021-02-26 07:00:00,2.024,2.203
2021-02-26 08:00:00,2.078,2.183
2021-02-26 09:00:00,2.13,2.253
2021-02-26 10:00:00,2.22,2.303
2021-02-26 11:00:00,2.164,2.288
2021-02-26 12:00:00,2.223,2.28
2021-02-26 13:00:00,2.193,2.25
2021-02-26 14:00:00,2.201,2.32
2021-02-26 15:00:00,2.237,2.332
2021-02-26 16:00:00,2.296,2.36
2021-02-26 17:00:00,2.325,2.428
2021-02-26 18:00:00,2.3,2.346
2021-02-26 19:00:00,2.253,2.329
2021-02-26 20:00:00,2.15,2.276
2021-02-26 21:00:00,2.15,2.232
2021-02-26 22:00:00,2.097,2.179
2021-02-26 23:00:00,2.132,2.24
2021-02-27 00:00:00,2.22,2.322
2021-02-27 01:00:00,2.269,2.322
2021-02-27 02:00:00,2.25,2.32
2021-02-27 03:00:00,2.236,2.301
2021-02-27 04:00:00,2.259,2.308
2021-02-27 05:00:00,2.296,2.346
2021-02-27 06:00:00,2.305,2.366
2021-02-27 07:00:00,2.265,2.329
2021-02-27 08:00:00,2.239,2.288
2021-02-27 09:00:00,2.2,2.252
2021-02-27 10:00:00,2.224,2.272
2021-02-27 11:00:00,2.264,2.311
2021-02-27 12:00:00,2.265,2.324
2021-02-27 13:00:00,2.292,2.321
2021-02-27 14:00:00,2.22,2.317
2021-02-27 15:00:00,2.227,2.301
2021-02-27 16:00:00,2.252,2.284
2021-02-27 17:00:00,2.253,2.283
2021-02-27 18:00:00,2.276,2.304
2021-02-27 19:00:00,2.285,2.332
2021-02-27 20:00:00,2.288,2.345
2021-02-27 21:00:00,2.275,2.326
2021-02-27 22:00:00,2.214,2.327
2021-02-27 23:00:00,2.167,2.237
2021-02-28 00:00:00,2.205,2.244
2021-02-28 01:00:00,2.218,2.249
2021-02-28 02:00:00,2.119,2.233
2021-02-28 03:00:00,2.032,2.141
2021-02-28 04:00:00,2.01,2.088
2021-02-28 05:00:00,1.972,2.07
2021-02-28 06:00:00,1.919,2.026
2021-02-28 07:00:00,1.948,2.015
2021-02-28 08:00:00,1.988,2.059
2021-02-28 09:00:00,2.028,2.076
2021-02-28 10:00:00,2.028,2.076
2021-02-28 11:00:00,2.041,2.079
2021-02-28 12:00:00,1.978,2.083
2021-02-28 13:00:00,1.96,2.017
2021-02-28 14:00:00,1.868,1.969
2021-02-28 15:00:00,1.836,1.972
2021-02-28 16:00:00,1.856,1.913
2021-02-28 17:00:00,1.827,1.889
2021-02-28 18:00:00,1.825,1.898
2021-02-28 19:00:00,1.882,1.964
2021-02-28 20:00:00,1.947,2.0
2021-02-28 21:00:00,1.998,2.042
2021-02-28 22:00:00,1.938,2.014
2021-02-28 23:00:00,1.973,2.041
2021-03-01 00:00:00,1.968,2.093
2021-03-01 01:00:00,2.038,2.09
2021-03-01 02:00:00,2.074,2.168
2021-03-01 03:00:00,2.069,2.136
2021-03-01 04:00:00,2.044,2.107
2021-03-01 05:00:00,2.084,2.115
2021-03-01 06:00:00,2.05,2.124
2021-03-01 07:00:00,2.071,2.114
2021-03-01 08:00:00,2.11,2.207
2021-03-01 09:00:00,2.159,2.215
2021-03-01 10:00:00,2.171,2.244
2021-03-01 11:00:00,2.203,2.244
2021-03-01 12:00:00,2.192,2.255
2021-03-01 13:00:00,2.189,2.239
2021-03-01 14:00:00,2.163,2.222
2021-03-01 15:00:00,2.181,2.242
2021-03-01 16:00:00,2.201,2.278
2021-03-01 17:00:00,2.209,2.265
2021-03-01 18:00:00,2.17,2.232
2021-03-01 19:00:00,2.179,2.212
2021-03-01 20:00:00,2.182,2.222
2021-03-01 21:00:00,2.186,2.216
2021-03-01 22:00:00,2.2,2.235
2021-03-01 23:00:00,2.226,2.256
2021-03-02 00:00:00,2.223,2.32
2021-03-02 01:00:00,2.215,2.245
2021-03-02 02:00:00,2.232,2.28
2021-03-02 03:00:00,2.191,2.256
2021-03-02 04:00:00,2.195,2.225
2021-03-02 05:00:00,2.196,2.23
2021-03-02 06:00:00,2.14,2.196
2021-03-02 07:00:00,2.143,2.183
2021-03-02 08:00:00,2.186,2.219
2021-03-02 09:00:00,2.215,2.242
2021-03-02 10:00:00,2.2,2.25
2021-03-02 11:00:00,2.2,2.236
2021-03-02 12:00:00,2.201,2.241
2021-03-02 13:00:00,2.236,2.326
2021-03-02 14:00:00,2.308,2.39
2021-03-02 15:00:00,2.267,2.352
2021-03-02 16:00:00,2.172,2.329
2021-03-02 17:00:00,2.161,2.221
2021-03-02 18:00:00,2.175,2.206
2021-03-02 19:00:00,2.132,2.195
2021-03-02 20:00:00,2.109,2.155
2021-03-02 21:00:00,2.148,2.175
2021-03-02 22:00:00,2.181,2.209
2021-03-02 23:00:00,2.229,2.253
2021-03-03 00:00:00,2.204,2.242
2021-03-03 01:00:00,2.237,2.274
2021-03-03 02:00:00,2.248,2.276
2021-03-03 03:00:00,2.255,2.283
2021-03-03 04:00:00,2.279,2.325
2021-03-03 05:00:00,2.282,2.335
2021-03-03 06:00:00,2.284,2.328
2021-03-03 07:00:00,2.307,2.34
2021-03-03 08:00:00,2.333,2.522
2021-03-03 09:00:00,2.47,2.522
2021-03-03 10:00:00,2.442,2.554
2021-03-03 11:00:00,2.429,2.552
2021-03-03 12:00:00,2.507,2.625
2021-03-03 13:00:00,2.455,2.586
2021-03-03 14:00:00,2.433,2.571
2021-03-03 15:00:00,2.511,2.691
2021-03-03 16:00:00,2.64,2.72
2021-03-03 17:00:00,2.639,2.709
2021-03-03 18:00:00,2.653,2.76
2021-03-03 19:00:00,2.623,2.763
2021-03-03 20:00:00,2.6,2.674
2021-03-03 21:00:00,2.593,2.658
2021-03-03 22:00:00,2.617,2.666
2021-03-03 23:00:00,2.602,2.679
2021-03-04 00:00:00,2.541,2.679
2021-03-04 01:00:00,2.646,2.73
2021-03-04 02:00:00,2.659,2.742
2021-03-04 03:00:00,2.47,2.695
2021-03-04 04:00:00,2.425,2.526
2021-03-04 05:00:00,2.433,2.534
2021-03-04 06:00:00,2.476,2.54
2021-03-04 07:00:00,2.478,2.546
2021-03-04 08:00:00,2.502,2.584
2021-03-04 09:00:00,2.389,2.514
2021-03-04 10:00:00,2.382,2.453
2021-03-04 11:00:00,2.4,2.463
2021-03-04 12:00:00,2.433,2.479
2021-03-04 13:00:00,2.393,2.541
2021-03-04 14:00:00,2.518,2.634
2021-03-04 15:00:00,2.479,2.558
2021-03-04 16:00:00,2.517,2.571
2021-03-04 17:00:00,2.401,2.571
2021-03-04 18:00:00,2.284,2.455
2021-03-04 19:00:00,2.309,2.39
2021-03-04 20:00:00,2.313,2.392
2021-03-04 21:00:00,2.361,2.401
2021-03-04 22:00:00,2.357,2.413
2021-03-04 23:00:00,2.374,2.442
2021-03-05 00:00:00,2.22,2.437
2021-03-05 01:00:00,2.232,2.276
2021-03-05 02:00:00,2.225,2.31
2021-03-05 03:00:00,2.289,2.328
2021-03-05 04:00:00,2.259,2.326
2021-03-05 05:00:00,2.259,2.313
2021-03-05 06:00:00,2.32,2.347
2021-03-05 07:00:00,2.31,2.354
2021-03-05 08:00:00,2.247,2.326
2021-03-05 09:00:00,2.261,2.316
2021-03-05 10:00:00,2.292,2.318
2021-03-05 11:00:00,2.319,2.345
2021-03-05 12:00:00,2.296,2.367
2021-03-05 13:00:00,2.337,2.39
2021-03-05 14:00:00,2.348,2.394
2021-03-05 15:00:00,2.309,2.35
2021-03-05 16:00:00,2.256,2.32
2021-03-05 17:00:00,2.292,2.382
2021-03-05 18:00:00,2.364,2.393
2021-03-05 19:00:00,2.4,2.437
2021-03-05 20:00:00,2.378,2.405
2021-03-05 21:00:00,2.365,2.403
2021-03-05 22:00:00,2.368,2.424
2021-03-05 23:00:00,2.369,2.395
2021-03-06 00:00:00,2.38,2.418
2021-03-06 01:00:00,2.357,2.39
2021-03-06 02:00:00,2.361,2.368
2021-03-06 03:00:00,2.337,2.372
2021-03-06 04:00:00,2.307,2.373
2021-03-06 05:00:00,2.325,2.365
2021-03-06 06:00:00,2.353,2.388
2021-03-06 07:00:00,2.38,2.402
2021-03-06 08:00:00,2.369,2.398
2021-03-06 09:00:00,2.352,2.371
2021-03-06 10:00:00,2.322,2.354
2021-03-06 11:00:00,2.326,2.353
2021-03-06 12:00:00,2.3,2.382
2021-03-06 13:00:00,2.256,2.313
2021-03-06 14:00:00,2.267,2.314
2021-03-06 15:00:00,2.288,2.311
2021-03-06 16:00:00,2.285,2.337
2021-03-06 17:00:00,2.337,2.363
2021-03-06 18:00:00,2.339,2.365
2021-03-06 19:00:00,2.347,2.365
2021-03-06 20:00:00,2.355,2.389
2021-03-06 21:00:00,2.342,2.376
2021-03-06 22:00:00,2.354,2.372
2021-03-06 23:00:00,2.374,2.39
2021-03-07 00:00:00,2.378,2.397
2021-03-07 01:00:00,2.381,2.415
2021-03-07 02:00:00,2.383,2.473
2021-03-07 03:00:00,2.431,2.479
2021-03-07 04:00:00,2.439,2.541
2021-03-07 05:00:00,2.484,2.563
2021-03-07 06:00:00,2.55,2.614
2021-03-07 07:00:00,2.57,2.603
2021-03-07 08:00:00,2.554,2.614
2021-03-07 09:00:00,2.56,2.657
2021-03-07 10:00:00,2.616,2.677
2021-03-07 11:00:00,2.625,2.66
2021-03-07 12:00:00,2.597,2.654
2021-03-07 13:00:00,2.58,2.723
2021-03-07 14:00:00,2.58,2.732
2021-03-07 15:00:00,2.599,2.646
2021-03-07 16:00:00,2.617,2.659
2021-03-07 17:00:00,2.58,2.623
2021-03-07 18:00:00,2.514,2.594
2021-03-07 19:00:00,2.491,2.561
2021-03-07 20:00:00,2.463,2.539
2021-03-07 21:00:00,2.503,2.542
2021-03-07 22:00:00,2.513,2.562
2021-03-07 23:00:00,2.557,2.592
2021-03-08 00:00:00,2.554,2.608
2021-03-08 01:00:00,2.572,2.614
2021-03-08 02:00:00,2.517,2.58
2021-03-08 03:00:00,2.519,2.563
2021-03-08 04:00:00,2.547,2.645
2021-03-08 05:00:00,2.595,2.645
2021-03-08 06:00:00,2.561,2.649
2021-03-08 07:00:00,2.526,2.608
2021-03-08 08:00:00,2.56,2.597
2021-03-08 09:00:00,2.544,2.598
2021-03-08 10:00:00,2.551,2.609
2021-03-08 11:00:00,2.588,2.667
2021-03-08 12:00:00,2.635,2.808
2021-03-08 13:00:00,2.749,2.856
2021-03-08 14:00:00,2.742,2.86
2021-03-08 15:00:00,2.792,2.957
2021-03-08 16:00:00,2.835,2.977
2021-03-08 17:00:00,2.858,2.908
2021-03-08 18:00:00,2.858,2.939
2021-03-08 19:00:00,2.904,2.991
2021-03-08 20:00:00,2.855,2.982
2021-03-08 21:00:00,2.814,2.899
2021-03-08 22:00:00,2.774,2.836
2021-03-08 23:00:00,2.812,2.892
2021-03-09 00:00:00,2.82,2.929
2021-03-09 01:00:00,2.84,3.111
2021-03-09 02:00:00,3.014,3.096
2021-03-09 03:00:00,2.981,3.058
2021-03-09 04:00:00,2.937,3.042
2021-03-09 05:00:00,2.962,3.038
2021-03-09 06:00:00,2.981,3.054
2021-03-09 07:00:00,2.911,2.994
2021-03-09 08:00:00,2.943,3.017
2021-03-09 09:00:00,3.011,3.136
2021-03-09 10:00:00,3.019,3.135
2021-03-09 11:00:00,2.97,3.083
2021-03-09 12:00:00,2.882,3.041
2021-03-09 13:00:00,2.908,3.022
2021-03-09 14:00:00,2.953,3.015
2021-03-09 15:00:00,2.929,3.029
2021-03-09 16:00:00,2.905,2.986
2021-03-09 17:00:00,2.905,2.975
2021-03-09 18:00:00,2.902,2.94
2021-03-09 19:00:00,2.909,2.983
2021-03-09 20:00:00,2.97,3.044
2021-03-09 21:00:00,2.962,3.04
2021-03-09 22:00:00,2.99,3.054
2021-03-09 23:00:00,2.988,3.05
2021-03-10 00:00:00,2.961,3.051
2021-03-10 01:00:00,2.815,2.986
2021-03-10 02:00:00,2.77,2.885
2021-03-10 03:00:00,2.771,2.864
2021-03-10 04:00:00,2.8,2.859
2021-03-10 05:00:00,2.802,2.875
2021-03-10 06:00:00,2.849,2.906
2021-03-10 07:00:00,2.896,2.949
2021-03-10 08:00:00,2.905,2.937
2021-03-10 09:00:00,2.881,2.983
2021-03-10 10:00:00,2.905,2.986
2021-03-10 11:00:00,2.879,2.946
2021-03-10 12:00:00,2.913,2.994
2021-03-10 13:00:00,2.971,3.28
2021-03-10 14:00:00,3.205,3.316
2021-03-10 15:00:00,3.163,3.274
2021-03-10 16:00:00,3.189,3.265
2021-03-10 17:00:00,3.205,3.325
2021-03-10 18:00:00,3.241,3.296
2021-03-10 19:00:00,3.274,3.407
2021-03-10 20:00:00,3.127,3.365
2021-03-10 21:00:00,3.073,3.258
2021-03-10 22:00:00,3.189,3.241
2021-03-10 23:00:00,3.127,3.241
2021-03-11 00:00:00,3.085,3.21
2021-03-11 01:00:00,3.038,3.135
2021-03-11 02:00:00,3.115,3.163
2021-03-11 03:00:00,3.103,3.171
2021-03-11 04:00:00,3.131,3.318
2021-03-11 05:00:00,3.212,3.361
2021-03-11 06:00:00,3.318,3.404
2021-03-11 07:00:00,3.332,3.498
2021-03-11 08:00:00,3.189,3.404
2021-03-11 09:00:00,3.31,3.527
2021-03-11 10:00:00,3.443,3.599
2021-03-11 11:00:00,3.47,3.558
2021-03-11 12:00:00,3.5,3.699
2021-03-11 13:00:00,3.638,3.778
2021-03-11 14:00:00,3.597,3.752
2021-03-11 15:00:00,3.425,3.698
2021-03-11 16:00:00,3.458,3.609
2021-03-11 17:00:00,3.427,3.525
2021-03-11 18:00:00,3.489,3.574
2021-03-11 19:00:00,3.411,3.502
2021-03-11 20:00:00,3.411,3.519
2021-03-11 21:00:00,3.42,3.504
2021-03-11 22:00:00,3.356,3.452
2021-03-11 23:00:00,3.364,3.441
2021-03-12 00:00:00,3.405,3.584
2021-03-12 01:00:00,3.538,3.686
2021-03-12 02:00:00,3.547,3.623
2021-03-12 03:00:00,3.495,3.579
2021-03-12 04:00:00,3.429,3.55
2021-03-12 05:00:00,3.453,3.527
2021-03-12 06:00:00,3.455,3.537
2021-03-12 07:00:00,3.39,3.501
2021-03-12 08:00:00,3.399,3.576
2021-03-12 09:00:00,3.463,3.553
2021-03-12 10:00:00,3.3,3.523
2021-03-12 11:00:00,3.445,3.566
2021-03-12 12:00:00,3.429,3.514
2021-03-12 13:00:00,3.087,3.458
2021-03-12 14:00:00,3.175,3.312
2021-03-12 15:00:00,3.237,3.401
2021-03-12 16:00:00,3.334,3.468
2021-03-12 17:00:00,3.258,3.375
2021-03-12 18:00:00,3.264,3.341
2021-03-12 19:00:00,3.149,3.316
2021-03-12 20:00:00,3.06,3.219
2021-03-12 21:00:00,3.086,3.189
2021-03-12 22:00:00,3.12,3.193
2021-03-12 23:00:00,3.128,3.344
2021-03-13 00:00:00,3.071,3.265
2021-03-13 01:00:00,2.925,3.087
2021-03-13 02:00:00,2.979,3.067
2021-03-13 03:00:00,2.999,3.047
2021-03-13 04:00:00,2.939,3.068
2021-03-13 05:00:00,3.026,3.073
2021-03-13 06:00:00,2.999,3.067
2021-03-13 07:00:00,3.056,3.158
2021-03-13 08:00:00,3.054,3.166
2021-03-13 09:00:00,3.083,3.14
2021-03-13 10:00:00,3.075,3.171
2021-03-13 11:00:00,3.061,3.136
2021-03-13 12:00:00,3.043,3.09
2021-03-13 13:00:00,3.043,3.09
2021-03-13 14:00:00,3.057,3.186
2021-03-13 15:00:00,3.116,3.229
2021-03-13 16:00:00,3.091,3.176
2021-03-13 17:00:00,3.096,3.153
2021-03-13 18:00:00,3.076,3.182
2021-03-13 19:00:00,3.04,3.115
2021-03-13 20:00:00,3.038,3.114
2021-03-13 21:00:00,3.051,3.106
2021-03-13 22:00:00,3.015,3.098
2021-03-13 23:00:00,3.026,3.067
2021-03-14 00:00:00,3.02,3.094
2021-03-14 01:00:00,2.938,3.025
2021-03-14 02:00:00,2.985,3.032
2021-03-14 03:00:00,2.979,3.017
2021-03-14 04:00:00,2.955,3.007
2021-03-14 05:00:00,2.84,2.957
2021-03-14 06:00:00,2.862,2.926
2021-03-14 07:00:00,2.904,2.975
2021-03-14 08:00:00,2.921,2.971
2021-03-14 09:00:00,2.946,3.053
2021-03-14 10:00:00,2.901,3.047
2021-03-14 11:00:00,2.825,2.936
2021-03-14 12:00:00,2.897,3.006
2021-03-14 13:00:00,2.909,3.013
2021-03-14 14:00:00,2.951,3.011
2021-03-14 15:00:00,2.93,3.345
2021-03-14 16:00:00,3.162,3.317
2021-03-14 17:00:00,3.175,3.313
2021-03-14 18:00:00,3.201,3.263
2021-03-14 19:00:00,3.136,3.229
2021-03-14 20:00:00,3.101,3.186
2021-03-14 21:00:00,3.116,3.189
2021-03-14 22:00:00,3.067,3.207
2021-03-14 23:00:00,3.035,3.256
2021-03-15 00:00:00,3.036,3.217
2021-03-15 01:00:00,3.087,3.228
2021-03-15 02:00:00,3.159,3.215
2021-03-15 03:00:00,3.136,3.214
2021-03-15 04:00:00,3.096,3.22
2021-03-15 05:00:00,3.04,3.167
2021-03-15 06:00:00,2.936,3.068
2021-03-15 07:00:00,2.85,3.007
2021-03-15 08:00:00,2.877,2.986
2021-03-15 09:00:00,2.762,2.943
2021-03-15 10:00:00,2.862,2.918
2021-03-15 11:00:00,2.884,2.966
2021-03-15 12:00:00,2.902,2.982
2021-03-15 13:00:00,2.932,3.006
2021-03-15 14:00:00,2.944,3.059
2021-03-15 15:00:00,2.921,3.039
2021-03-15 16:00:00,2.876,2.953
2021-03-15 17:00:00,2.884,2.954
2021-03-15 18:00:00,2.922,2.969
2021-03-15 19:00:00,2.937,2.986
2021-03-15 20:00:00,2.954,3.046
2021-03-15 21:00:00,2.975,3.009
2021-03-15 22:00:00,2.92,2.976
2021-03-15 23:00:00,2.869,2.967
2021-03-16 00:00:00,2.761,2.921
2021-03-16 01:00:00,2.712,2.865
2021-03-16 02:00:00,2.853,2.928
2021-03-16 03:00:00,2.857,2.921
2021-03-16 04:00:00,2.881,2.936
2021-03-16 05:00:00,2.843,2.871
2021-03-16 06:00:00,2.821,2.93
2021-03-16 07:00:00,2.905,3.076
2021-03-16 08:00:00,3.042,3.132
2021-03-16 09:00:00,3.057,3.123
2021-03-16 10:00:00,3.012,3.103
2021-03-16 11:00:00,2.967,3.074
2021-03-16 12:00:00,3.015,3.149
2021-03-16 13:00:00,3.113,3.212
2021-03-16 14:00:00,3.123,3.228
2021-03-16 15:00:00,3.164,3.282
2021-03-16 16:00:00,3.124,3.19
2021-03-16 17:00:00,3.025,3.164
2021-03-16 18:00:00,3.079,3.152
